feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,label,predicted_label,confidence,timestamp
0,0,0,0.1990242898464203,-0.12962858378887177,-0.0692392885684967,0.3385552167892456,-0.42787450551986694,-0.08666280657052994,0.3776988089084625,-0.6973198652267456,-0.10559409111738205,0.4281831383705139,-0.9036920070648193,-0.11141826212406158,0.2290845662355423,-0.6811741590499878,-0.01964060217142105,0.26957249641418457,-0.8722084164619446,-0.12358558923006058,0.26506125926971436,-0.6807467937469482,-0.17226633429527283,0.2513299584388733,-0.5206178426742554,-0.18403282761573792,0.09283022582530975,-0.6607545614242554,-0.024347666651010513,0.12746351957321167,-0.8437945246696472,-0.14717315137386322,0.14812277257442474,-0.590800940990448,-0.18100880086421967,0.15460893511772156,-0.4124245047569275,-0.17334996163845062,-0.038878533989191055,-0.6098224520683289,-0.0477130189538002,0.0021519954316318035,-0.749495804309845,-0.18528889119625092,0.05198083072900772,-0.4853241741657257,-0.1816163808107376,0.07629875838756561,-0.30785834789276123,-0.13952980935573578,-0.17026056349277496,-0.5315675139427185,-0.07481919229030609,-0.11408485472202301,-0.6358484625816345,-0.17537714540958405,-0.05777392536401749,-0.46979209780693054,-0.1751837283372879,-0.026526685804128647,-0.3481028378009796,-0.1480950564146042,A,A,,2026-07-03T18:55:07
0,0,0,0.23451945185661316,-0.16718722879886627,-0.05810001119971275,0.3749343156814575,-0.4453127980232239,-0.06877044588327408,0.41655758023262024,-0.6962606310844421,-0.08576388657093048,0.4362325370311737,-0.8998339176177979,-0.08127757906913757,0.29670554399490356,-0.688437283039093,0.024913765490055084,0.3772047460079193,-0.8276188373565674,-0.07635919749736786,0.34252631664276123,-0.5921213626861572,-0.11178062111139297,0.29336050152778625,-0.5228207111358643,-0.11399075388908386,0.17311273515224457,-0.705877423286438,0.01533588021993637,0.2637392580509186,-0.8190537095069885,-0.09479167312383652,0.23564031720161438,-0.5397263169288635,-0.11128470301628113,0.1877901405096054,-0.5164748430252075,-0.09463327378034592,0.050213661044836044,-0.7016041278839111,-0.014761554077267647,0.13182248175144196,-0.8099201321601868,-0.1423555165529251,0.1137300580739975,-0.5404217839241028,-0.10751110315322876,0.06409486383199692,-0.5009782910346985,-0.04766736924648285,-0.08775406330823898,-0.6877202987670898,-0.047880638390779495,-0.006308277603238821,-0.8188971281051636,-0.11333773285150528,0.01400694064795971,-0.6339288949966431,-0.06502093374729156,-0.017965832725167274,-0.5649842619895935,-0.006979320198297501,A,A,,2026-07-03T19:06:53
0,0,0,0.12134894728660583,-0.026451969519257545,-0.060615986585617065,0.21339789032936096,-0.2021239548921585,-0.07389967143535614,0.16810259222984314,-0.3563990890979767,-0.08144953846931458,0.06265860050916672,-0.3636589050292969,-0.0900002047419548,0.1927030384540558,-0.460080087184906,-0.03079392947256565,0.21632835268974304,-0.6483109593391418,-0.05772658437490463,0.22738216817378998,-0.7792744040489197,-0.08893647789955139,0.23250409960746765,-0.891674816608429,-0.11517170816659927,0.1219874694943428,-0.4928920865058899,-0.032895516604185104,0.1493091732263565,-0.702156662940979,-0.05429762229323387,0.16688820719718933,-0.8557222485542297,-0.08681293576955795,0.17772629857063293,-0.9840799570083618,-0.11147379130125046,0.055051352828741074,-0.47678112983703613,-0.04296301677823067,0.07659509778022766,-0.6712513566017151,-0.06929090619087219,0.09446489065885544,-0.8063080906867981,-0.10198746621608734,0.10383673757314682,-0.9171832203865051,-0.12366902083158493,-0.02054337039589882,-0.42657673358917236,-0.05998443812131882,0.0034563036169856787,-0.5848075151443481,-0.0876225084066391,0.019040992483496666,-0.6902949213981628,-0.1037973091006279,0.028689607977867126,-0.7825620174407959,-0.11451198905706406,B,B,,2026-07-03T19:06:53
0,0,0,0.13735194504261017,0.009788451716303825,-0.06618394702672958,0.33140048384666443,-0.0936301127076149,-0.10706640779972076,0.48975643515586853,-0.11510004848241806,-0.14436005055904388,0.607723593711853,-0.094288170337677,-0.18265430629253387,0.280604749917984,-0.3838876485824585,-0.10511794686317444,0.369907408952713,-0.6099453568458557,-0.16073450446128845,0.4273964762687683,-0.7492853999137878,-0.19446253776550293,0.46434545516967773,-0.885654091835022,-0.22821871936321259,0.1734808087348938,-0.42057928442955017,-0.1164948046207428,0.22221066057682037,-0.5354816913604736,-0.1882723718881607,0.19524207711219788,-0.32867875695228577,-0.19418960809707642,0.18148910999298096,-0.24465255439281464,-0.19441750645637512,0.05399905890226364,-0.4099849760532379,-0.13346070051193237,0.10100509226322174,-0.4971640408039093,-0.21352934837341309,0.0903109461069107,-0.29322224855422974,-0.17482249438762665,0.07668706029653549,-0.22335021197795868,-0.14016377925872803,-0.06808832287788391,-0.3779733180999756,-0.15619103610515594,-0.01897088810801506,-0.44426998496055603,-0.21568171679973602,-0.017185639590024948,-0.3097228705883026,-0.18492577970027924,-0.035908084362745285,-0.2660297155380249,-0.15765032172203064,L,L,,2026-07-03T19:15:07
0,0,0,0.11120107769966125,-0.030772417783737183,-0.07404844462871552,0.20730318129062653,-0.11321119964122772,-0.1302887201309204,0.21506424248218536,-0.16349591314792633,-0.18941116333007812,0.20930863916873932,-0.19887009263038635,-0.24734120070934296,0.21464723348617554,-0.3648894727230072,-0.13724197447299957,0.31919413805007935,-0.6015204787254333,-0.22588573396205902,0.3724006116390228,-0.7422999143600464,-0.26565471291542053,0.41415539383888245,-0.8644818067550659,-0.2860232889652252,0.07779357582330704,-0.4066447913646698,-0.16414006054401398,0.1044561117887497,-0.6677042841911316,-0.28649404644966125,0.12162139266729355,-0.8501776456832886,-0.34344786405563354,0.12481120973825455,-0.9921805262565613,-0.3611573278903961,-0.04604022577404976,-0.3673608601093292,-0.1936197578907013,-0.01193481869995594,-0.35245221853256226,-0.34243419766426086,0.017869414761662483,-0.15961872041225433,-0.3605712950229645,0.033657897263765335,-0.026553139090538025,-0.32861417531967163,-0.15208794176578522,-0.26711615920066833,-0.22630974650382996,-0.12830138206481934,-0.1687472015619278,-0.33792605996131897,-0.08936414867639542,-0.031365588307380676,-0.3388582766056061,-0.06957083940505981,0.060774095356464386,-0.30956313014030457,V,V,,2026-07-03T19:15:07
0,0,0,0.15896642208099365,-0.027504155412316322,-0.062404878437519073,0.31214919686317444,-0.14724816381931305,-0.09465203434228897,0.3700610399246216,-0.3008721172809601,-0.13418948650360107,0.3444656729698181,-0.4642094075679779,-0.16039560735225677,0.3231923580169678,-0.46136274933815,-0.03249650448560715,0.4101022481918335,-0.5930130481719971,-0.12126993387937546,0.3576714098453522,-0.42272695899009705,-0.16036337614059448,0.3047552704811096,-0.30595722794532776,-0.16133646667003632,0.22737286984920502,-0.5043218731880188,-0.0407334566116333,0.30431681871414185,-0.6118447780609131,-0.14632882177829742,0.2610630393028259,-0.40002962946891785,-0.182359516620636,0.22744303941726685,-0.2695806324481964,-0.17494289577007294,0.1247321292757988,-0.529927134513855,-0.06238824129104614,0.18308694660663605,-0.6324729919433594,-0.16312207281589508,0.17270605266094208,-0.4239298701286316,-0.1691277176141739,0.15668067336082458,-0.28600409626960754,-0.1362932026386261,0.015329737216234207,-0.5446656346321106,-0.08846300095319748,0.037606220692396164,-0.7549147605895996,-0.12893913686275482,0.05629169940948486,-0.8733422756195068,-0.1252496987581253,0.07978808879852295,-0.9968118071556091,-0.10665672272443771,I,I,,2026-07-03T19:15:07
0,0,0,0.1592613160610199,-0.21413737535476685,-0.04664436727762222,0.22084613144397736,-0.5357103943824768,-0.063418909907341,0.20505179464817047,-0.7730728983879089,-0.08682763576507568,0.22466911375522614,-0.9744350910186768,-0.09928541630506516,0.06462954729795456,-0.7585777044296265,-0.020974667742848396,0.1021544560790062,-0.9007651805877686,-0.11652389913797379,0.14800012111663818,-0.7086133360862732,-0.162441223859787,0.1691686064004898,-0.5468473434448242,-0.17361891269683838,-0.05902674049139023,-0.7099101543426514,-0.03620849549770355,-0.002512699691578746,-0.8084802031517029,-0.13982538878917694,0.060761380940675735,-0.5712939500808716,-0.16287636756896973,0.08913310617208481,-0.40465202927589417,-0.15550008416175842,-0.17951227724552155,-0.626170814037323,-0.06669231504201889,-0.10313190519809723,-0.6959954500198364,-0.18512393534183502,-0.01811562106013298,-0.45851507782936096,-0.17572364211082458,0.02272753417491913,-0.29158756136894226,-0.13707345724105835,-0.29285264015197754,-0.509589433670044,-0.09984209388494492,-0.21953466534614563,-0.5937342643737793,-0.18458136916160583,-0.13925643265247345,-0.43937069177627563,-0.1743689775466919,-0.09869952499866486,-0.3143625855445862,-0.14432251453399658,A,A,,2026-07-03T19:20:07
0,0,0,0.21855078637599945,-0.09573999792337418,-0.08719412982463837,0.36947116255760193,-0.3835739195346832,-0.14017046988010406,0.31062746047973633,-0.6430262327194214,-0.18903003633022308,0.24399538338184357,-0.8393204808235168,-0.21512645483016968,0.35438236594200134,-0.7720995545387268,-0.07806190848350525,0.5246500968933105,-0.8513178825378418,-0.21380072832107544,0.4981141686439514,-0.6077929139137268,-0.27766919136047363,0.41840940713882446,-0.46911144256591797,-0.3031325042247772,0.19325578212738037,-0.8422319889068604,-0.09428074955940247,0.3684084117412567,-0.9213868379592896,-0.23484322428703308,0.36119404435157776,-0.6154026985168457,-0.2657523453235626,0.30041006207466125,-0.4904809594154358,-0.2564764618873596,0.03477238863706589,-0.8161917328834534,-0.13019204139709473,0.16900119185447693,-0.7571233510971069,-0.26433202624320984,0.18378643691539764,-0.47198420763015747,-0.2528732120990753,0.1331474334001541,-0.4190806448459625,-0.21592219173908234,-0.11066285520792007,-0.7254112958908081,-0.17391547560691833,0.036737896502017975,-0.5753678679466248,-0.26013699173927307,0.06488018482923508,-0.40879225730895996,-0.25287264585494995,0.017384575679898262,-0.4300139844417572,-0.2302202731370926,N,N,,2026-07-03T19:41:35
0,0,0,0.21050278842449188,-0.09476771950721741,-0.08928854763507843,0.36390307545661926,-0.385364830493927,-0.1388118416070938,0.3009107708930969,-0.646236002445221,-0.1829051971435547,0.22915272414684296,-0.8435419201850891,-0.20331460237503052,0.34988370537757874,-0.7547529339790344,-0.08357592672109604,0.5116641521453857,-0.8515153527259827,-0.21181271970272064,0.48988068103790283,-0.600627601146698,-0.26522091031074524,0.41004839539527893,-0.4625483453273773,-0.28326845169067383,0.18781962990760803,-0.8294625878334045,-0.09752034395933151,0.35659193992614746,-0.9342601895332336,-0.23439571261405945,0.35289251804351807,-0.6183868050575256,-0.26106980443000793,0.2903517782688141,-0.48784250020980835,-0.24745863676071167,0.030672872439026833,-0.8047423362731934,-0.12985514104366302,0.156585231423378,-0.7809745669364929,-0.2621476352214813,0.17554838955402374,-0.48254287242889404,-0.24647928774356842,0.12136593461036682,-0.42123666405677795,-0.2056405246257782,-0.11775298416614532,-0.7193276882171631,-0.16968382894992828,0.02216576226055622,-0.5865433216094971,-0.2559888958930969,0.05501162260770798,-0.41433215141296387,-0.24528908729553223,0.0077150482684373856,-0.43090540170669556,-0.2190418541431427,N,N,,2026-07-03T19:41:35
0,0,0,-0.17176921665668488,-0.08240938931703568,-0.06358667463064194,-0.27351510524749756,-0.3324498236179352,-0.10713349282741547,-0.21258895099163055,-0.5696061253547668,-0.1542356163263321,-0.13071170449256897,-0.7623795866966248,-0.19590477645397186,-0.3230651319026947,-0.6279546618461609,-0.0318547785282135,-0.44331157207489014,-0.8562871217727661,-0.1422944813966751,-0.4367842376232147,-0.7408349514007568,-0.22165654599666595,-0.3875182867050171,-0.5840840339660645,-0.260509192943573,-0.2028540074825287,-0.6926524639129639,-0.051565803587436676,-0.3247316777706146,-0.9458061456680298,-0.1559060513973236,-0.33585286140441895,-0.7790951132774353,-0.20870298147201538,-0.3062325119972229,-0.5942747592926025,-0.22212983667850494,-0.06559818238019943,-0.6969708204269409,-0.0872010588645935,-0.16088873147964478,-0.9644199013710022,-0.1949666291475296,-0.19745765626430511,-0.7688404321670532,-0.21676573157310486,-0.19679145514965057,-0.5856741070747375,-0.20926843583583832,0.07838111370801926,-0.6633265614509583,-0.12715326249599457,-0.028825413435697556,-0.7290834784507751,-0.21749474108219147,-0.0743713453412056,-0.5564713478088379,-0.22837583720684052,-0.08186130225658417,-0.4213152229785919,-0.2183714061975479,M,M,,2026-07-03T19:41:56
